gp_code,gp_name,block_code,block_name,zp_code,zp_name
87460,Baletu,2111,Sindhauli,171,Shahjahanpur
92585,Balhemao,2192,Nawabganj,177,Unnao
79148,Bali,1977,Parikshitgarh,160,Meerut
267165,Bali,1933,Nichlaul,155,Maharajganj
272008,Balia,2190,Hilauli,177,Unnao
271332,Baliapur,2143,Misrikh,174,Sitapur
74124,Baliawa,1892,Fazilnagar,151,Kushi Nagar
270429,Balibhadrapur Urf Gobaraha,2126,Khuniyaon,173,Siddharth Nagar
44289,Balipur,297887,Sahson,111,Prayagraj
44509,Balipur,1416,Dhanupur,111,Prayagraj
83361,Balipur,2044,Shivgarh,165,Pratapgarh
83577,Balipur,2049,Dalmau,166,Rae Bareli
84957,Baliya Khadi,2072,Ballia Kheri,168,Saharanpur
90530,Baliyari,2156,Myorpur,175,Sonbhadra
44290,Balkaranpur,1414,Bahria,111,Prayagraj
45507,Balkaranpur,1431,Soraon,111,Prayagraj
80379,Balkaranpur,1996,Baniyakhera,259726,Sambhal
84381,Bal Khera,2066,Bilaspur,167,Rampur
45214,Balkranpur Mai Kasrawe,1427,Phulpur,111,Prayagraj
74950,Balkudia,1904,Vishunpura,151,Kushi Nagar
267929,Balla,2030,Babaganj,165,Pratapgarh
81658,Ballamazra,2020,Un,259727,Shamli
77634,Ballampur,1948,Kuraoli,157,Mainpuri
297173,Ballampur,1995,Bahjoi,259726,Sambhal
92347,Balla Pur,2188,Ganj Moradabad,177,Unnao
77059,Ballayn,1938,Charkhari,156,Mahoba
86887,Ballia,2099,Bhawal Khera,171,Shahjahanpur
79595,Balliparwa,1985,Kon,161,Mirzapur
73528,Ballipur,1883,Mitauli,150,Kheri
73749,Ballipur,1886,Nighasan,150,Kheri
79811,Ballipur,1989,Narainpur,161,Mirzapur
81728,Balliya,2021,Amariya,164,Pilibhit
76989,Ballokhash,1937,Siswa,155,Maharajganj
73608,Balmiyan Barkhar,1884,Mohammadi,150,Kheri
89298,Baloiya,2137,Kasmanda,174,Sitapur
89064,Balpur,2134,Biswan,174,Sitapur
89161,Balpur,2135,Gondlamau,174,Sitapur
77303,Balpura,1942,Barnahal,157,Mainpuri
84729,Balpura,2070,Shahabad,167,Rampur
77936,Balrai Bangar,1954,Farah,158,Mathura
93065,Balrampur,2199,Baragaon,178,Varanasi
82170,Balrampur J.Ranmustpur,2027,Puranpur,164,Pilibhit
75710,Balsingh Khera,1917,Mohanlalganj,153,Lucknow
89743,Balsinghpur,2144,Pahala,174,Sitapur
78220,Baltikari,1960,Raya,158,Mathura
85079,Balu,2074,Gangoh,168,Saharanpur
76857,Balua,1935,Partawal,155,Maharajganj
93066,Balua,2199,Baragaon,178,Varanasi
93309,Balua,2202,Harahua,178,Varanasi
270000,Balua,2159,Akhand Nagar,176,Sultanpur
74511,Baluahi,1898,Nebua Naurangia,151,Kushi Nagar
74874,Balua Shamsher Shahi,1903,Tamkuhiraj,151,Kushi Nagar
271460,Balua Takia,1903,Tamkuhiraj,151,Kushi Nagar
73961,Balu Deeh,1889,Phoolbehar,150,Kheri
85373,Balu Mazra,2078,Nanauta,168,Saharanpur
85690,Balusasan,2083,Baghauli,169,Sant Kabeer Nagar
273878,Baluva,2118,Bansi,173,Siddharth Nagar
74272,Baluwa,1894,Kaptainganj,151,Kushi Nagar
268837,Baluwaa Bajahur,1992,Rajgarh,161,Mirzapur
271255,Baluwa Rampur Sripal,1902,Sukrauli,151,Kushi Nagar
81577,Balwa,2018,Shamli,259727,Shamli
81145,Balwakheri,2009,Charthawal,163,Muzaffarnagar
91115,Balware,2166,Dostpur,176,Sultanpur
81448,Bamaheri,2015,Muzaffarnagar,163,Muzaffarnagar
44523,Bamaila,1417,Handia,111,Prayagraj
80535,Bamania Patti,2000,Dilari,162,Moradabad
84382,Bamanpura,2066,Bilaspur,167,Rampur
82171,Bamanpura Bhagirath,2027,Puranpur,164,Pilibhit
55997,Bamanpuri,1586,Gunnaur,259726,Sambhal
84730,Bamanpuri,2070,Shahabad,167,Rampur
80174,Bamanpuri Kalan,1995,Bahjoi,259726,Sambhal
86957,Bamanua,2100,Dadrol,171,Shahjahanpur
89065,Bambhaur,2134,Biswan,174,Sitapur
88914,Bambhaura,2132,Ailiya,174,Sitapur
89299,Bambhaura,2137,Kasmanda,174,Sitapur
89744,Bambhauri,2144,Pahala,174,Sitapur
77060,Bambhauri Beldaran,1938,Charkhari,156,Mahoba
77061,Bambhauri Kalan,1938,Charkhari,156,Mahoba
89300,Bambhera,2137,Kasmanda,174,Sitapur
90028,Bambhiya,2148,Reusa,174,Sitapur
72991,Bambupur,1875,Sirathu,149,Kaushambi
85303,Bambyala,2077,Nakur,168,Saharanpur
269829,Bamdei,2120,Bhanwapur,173,Siddharth Nagar
73962,Bamhanpur,1889,Phoolbehar,150,Kheri
73750,Bamhan Pur,1886,Nighasan,150,Kheri
77161,Bamhaori Qazi,1940,Kabrai,156,Mahoba
72992,Bamharavli,1875,Sirathu,149,Kaushambi
77436,Bamhauri Awahar,1944,Ghiror,157,Mainpuri
77245,Bamhauri Kurmin,1941,Panwari,156,Mahoba
271490,Bamhnapur,2145,Parsendi,174,Sitapur
90029,Bamhnawan,2148,Reusa,174,Sitapur
270924,Bamhoauri Khurd,1939,Jaitpur,156,Mahoba
75253,Bamhori Bahadursingh,1909,Mehroni,152,Lalitpur
75073,Bamhori Bansha,1906,Birdha,152,Lalitpur
269786,Bamhorighat,1909,Mehroni,152,Lalitpur
75136,Bamhori Kalan,1907,Jakhaura,152,Lalitpur
75205,Bamhori Kalan,1908,Mandawara,152,Lalitpur
75016,Bamhori Kharait,1905,Bar,152,Lalitpur
75206,Bamhori Khurd,1908,Mandawara,152,Lalitpur
268412,Bamhorisahna,1905,Bar,152,Lalitpur
75308,Bamhorisar,1910,Talbehat,152,Lalitpur
73253,Bamhouri,1879,Dhaurhara,150,Kheri
79637,Bami,1986,Lalganj,161,Mirzapur
84833,Bamna,2071,Suar,167,Rampur
268769,Bam Nagar,1887,Palia,150,Kheri
80175,Bamneta,1995,Bahjoi,259726,Sambhal
45038,Bampur Uparhar,1424,Manda,111,Prayagraj
75207,Bamrana,1908,Mandawara,152,Lalitpur
77062,Bamrara,1938,Charkhari,156,Mahoba
81895,Bamrauli,2023,Bilsanda,164,Pilibhit
77437,Bamrauli Nagla Fatte,1944,Ghiror,157,Mainpuri
242101,Bamroli,2107,Madnapur,171,Shahjahanpur
77304,Bamtapur,1942,Barnahal,157,Mainpuri
78221,Bana,1960,Raya,158,Mathura
79080,Bana,1975,Mawana Kalan,160,Meerut
78349,Banafa,1962,Dohri Ghat,159,Mau
88650,Banagdori,2128,Mithwal,173,Siddharth Nagar
83791,Banai Mau,2054,Khiron,166,Rae Bareli
91173,Banakepur,2167,Dubepur,176,Sultanpur
79942,Banaki,1991,Patehra,161,Mirzapur
77362,Banakia,1943,Bewar,157,Mainpuri
92523,Banaoni,2191,Mianganj,177,Unnao
266969,Banarsiha Kala,1929,Lakshmipur,155,Maharajganj
75365,Banauga,1911,Bakshi-Ka-Talab,153,Lucknow
79503,Banauli,1984,Jamalpur,161,Mirzapur
86178,Banauli,2090,Santha,169,Sant Kabeer Nagar
88426,Banauli,2125,Khesraha,173,Siddharth Nagar
93561,Banauli,2205,Sevapuri,178,Varanasi
90273,Banauly,2152,Chatra,175,Sonbhadra
90639,Banaura-1,2158,Robertsganj,175,Sonbhadra
90644,Banaura -2,2158,Robertsganj,175,Sonbhadra
82096,Banausa,2026,Marori,164,Pilibhit
91488,Banauta,2172,Kadipur,176,Sultanpur
90745,Banbahasirkhinpur,2159,Akhand Nagar,176,Sultanpur
74876,Banbeera,1903,Tamkuhiraj,151,Kushi Nagar
274170,Banbhokaar,2178,P.P.Kamaicha,176,Sultanpur
89558,Banbirpur,2141,Mahmudabad,174,Sitapur
73071,Ban Budheli,1876,Bankeyganj,150,Kheri
266788,Banbudheli Nankar,1876,Bankeyganj,150,Kheri
85080,Banda Heri,2074,Gangoh,168,Saharanpur
83841,Bandai,2055,Lalganj,166,Rae Bareli
92832,Bandakhera,2196,Sikandarpur Sarausi,177,Unnao
84731,Bandar,2070,Shahabad,167,Rampur
268985,Bandar Bhoj,2027,Puranpur,164,Pilibhit
75074,Bandar Gurha,1906,Birdha,152,Lalitpur
297330,Bandari Kamalgarh,1586,Gunnaur,259726,Sambhal
85239,Bandar Zudda,2076,Nagal,168,Saharanpur
80898,Bandaun Darwaza,2005,Sambhal,259726,Sambhal
93390,Bandepur,2203,Kashi Vidyapeeth,178,Varanasi
87524,Bandha,2112,Tilhar,171,Shahjahanpur
268666,Bandha,1926,Bridgemanganj,155,Maharajganj
92769,Band Hameer Pur,2195,Sikandarpur Karan,177,Unnao
78350,Bandhan Pur,1962,Dohri Ghat,159,Mau
86043,Bandhopur,2088,Nath Nagar,169,Sant Kabeer Nagar
91174,Bandhuakala,2167,Dubepur,176,Sultanpur
271192,Bandhu Chhapara,1898,Nebua Naurangia,151,Kushi Nagar
72714,Bandhuri Rasoolpur,1870,Kaushambi,149,Kaushambi
74512,Bandhwa,1898,Nebua Naurangia,151,Kushi Nagar
268939,Bandhwa,1430,Shankargarh,111,Prayagraj
77808,Bandi,1951,Baldeo,158,Mathura
270035,Bandi,2098,Banda,171,Shahjahanpur
76990,Bandi Belash Pur,1937,Siswa,155,Maharajganj
78619,Bandighat,1966,Mohammadabad Gohana,159,Mau
78618,Bandi Kala,1966,Mohammadabad Gohana,159,Mau
44430,Bandi Patti,1416,Dhanupur,111,Prayagraj
83422,Bandipur,2045,Amawan,166,Rae Bareli
87019,Bandiya Kalaan,2101,Jaitipur,171,Shahjahanpur
269584,Bandiya Khurad,2101,Jaitipur,171,Shahjahanpur
56170,Bandrai,1589,Junawai,259726,Sambhal
83933,Bandra Mau,2057,Rahi,166,Rae Bareli
88291,Banduari,2123,Itwa,173,Siddharth Nagar
85304,Bandu Khari,2077,Nakur,168,Saharanpur
85975,Bandumar,2087,Mehdawal,169,Sant Kabeer Nagar
89745,Banehra Birbal,2144,Pahala,174,Sitapur
89372,Banehta,2138,Khairabad,174,Sitapur
82715,Banemau,2034,Kunda,165,Pratapgarh
86179,Banethu,2090,Santha,169,Sant Kabeer Nagar
88509,Bangai,2126,Khuniyaon,173,Siddharth Nagar
73751,Bangalha Takiya,1886,Nighasan,150,Kheri
74575,Bangali Patti,1899,Padrauna,151,Kushi Nagar
78285,Banganwa,1961,Badraon,159,Mau
90746,Banganwadih,2159,Akhand Nagar,176,Sultanpur
88365,Bangara,2124,Jogia,173,Siddharth Nagar
75075,Bangariya,1906,Birdha,152,Lalitpur
91489,Bangarkalan,6897,Karaudikala,176,Sultanpur
91490,Bangarkhurd,6897,Karaudikala,176,Sultanpur
92121,Bangarmao Rural,2184,Bangarmau,177,Unnao
271891,Bangava,2128,Mithwal,173,Siddharth Nagar
273954,Bangava,2122,Domariyaganj,173,Siddharth Nagar
77305,Bangawan,1942,Barnahal,157,Mainpuri
89559,Bangawan,2141,Mahmudabad,174,Sitapur
88653,Bangawan Pramtha,2128,Mithwal,173,Siddharth Nagar
269245,Bangla,1989,Narainpur,161,Mirzapur
82172,Bangla Urf Mitrasen,2027,Puranpur,164,Pilibhit
74801,Bangradeuar,1902,Sukrauli,151,Kushi Nagar
269708,Banguan,1908,Mandawara,152,Lalitpur
75309,Banguwan Kalan,1910,Talbehat,152,Lalitpur
88175,Bangwa Padayeen,2122,Domariyaganj,173,Siddharth Nagar
85240,Banhera Khas,2076,Nagal,168,Saharanpur
88427,Banhuia Buzurg,2125,Khesraha,173,Siddharth Nagar
44196,Bani,1413,Bahadurpur,111,Prayagraj
75787,Bani,1918,Sarojaninagar,153,Lucknow
83048,Bani,2039,Patti,165,Pratapgarh
83542,Bani,2048,Chhatoh,166,Rae Bareli
91116,Bani,2166,Dostpur,176,Sultanpur
92833,Bani,2196,Sikandarpur Sarausi,177,Unnao
243884,Bania Khas,2120,Bhanwapur,173,Siddharth Nagar
80380,Baniather,1998,Bilari,162,Moradabad
92655,Banigaon,2193,Purwa,177,Unnao
86820,Banigvaan,2098,Banda,171,Shahjahanpur
271441,Banihar,2136,Hargaon,174,Sitapur
73119,Banika,1877,Behjam,150,Kheri
73872,Banikagaon,1888,Pasgawan,150,Kheri
72942,Bani Khas,1874,Sarsawan,149,Kaushambi
84958,Bani Kheda,2072,Ballia Kheri,168,Saharanpur
79990,Ban Imiliya,1992,Rajgarh,161,Mirzapur
88597,Baniyadeeh,2127,Lotan,173,Siddharth Nagar
80239,Baniya Khera,1996,Baniyakhera,259726,Sambhal
89489,Baniyamau,2140,Machhrehta,174,Sitapur
90176,Baniyani,2150,Sidhauli,174,Sitapur
78620,Baniyapar,1966,Mohammadabad Gohana,159,Mau
78286,Baniyapar Tahir,1961,Badraon,159,Mau
88428,Banjaraha Buzurg,2125,Khesraha,173,Siddharth Nagar
73691,Banjaria,1885,Nakaha,150,Kheri
82173,Banjaria,2027,Puranpur,164,Pilibhit
268585,Banjaria,1884,Mohammadi,150,Kheri
269257,Banjaria,2090,Santha,169,Sant Kabeer Nagar
79433,Banjari Kala,1983,Hallia,161,Mirzapur
74388,Banjari Patti,1896,Khadda,151,Kushi Nagar
85691,Banjariya,2083,Baghauli,169,Sant Kabeer Nagar
268677,Banjariya,1885,Nakaha,150,Kheri
80984,Banka Bala,2006,Thakurdwara,162,Moradabad
84197,Banka Garh,2062,Shivgarh,166,Rae Bareli
45097,Banka Jalalpur,1425,Mauaima,111,Prayagraj
89373,Banka Jalalpur,2138,Khairabad,174,Sitapur
74731,Banka Khas,1901,Seorahi,151,Kushi Nagar
269926,Bankara Khurd,1961,Badraon,159,Mau
85976,Bankasia,2087,Mehdawal,169,Sant Kabeer Nagar
44431,Bankat,1416,Dhanupur,111,Prayagraj
45508,Bankat,1431,Soraon,111,Prayagraj
93142,Bankat,2200,Chiraigaon,178,Varanasi
93460,Bankat,2203,Kashi Vidyapeeth,178,Varanasi
93635,Bankat,2205,Sevapuri,178,Varanasi
74453,Bankata,1897,Motichak,151,Kushi Nagar
88654,Bankata,2128,Mithwal,173,Siddharth Nagar
270345,Bankata,2126,Khuniyaon,173,Siddharth Nagar
88430,Bankata-2,2125,Khesraha,173,Siddharth Nagar
74125,Bankata Bazar,1892,Fazilnagar,151,Kushi Nagar
274159,Bankata Prathan,2125,Khesraha,173,Siddharth Nagar
73806,Bankati,1887,Palia,150,Kheri
76927,Bankati,1936,Pharenda,155,Maharajganj
269724,Bankati,2122,Domariyaganj,173,Siddharth Nagar
85899,Bankatia,2086,Khalilabad,169,Sant Kabeer Nagar
271218,Bankatia,1935,Partawal,155,Maharajganj
267704,Bankatwa,2115,Hariharpur Rani,172,Shravasti
87844,Bankatwa Kalan,2117,Sirsiya,172,Shravasti
87773,Bankatwa Maholi,2116,Jamunaha,172,Shravasti
91491,Bankegan,2172,Kadipur,176,Sultanpur
88431,Bankegaon,2125,Khesraha,173,Siddharth Nagar
88366,Banki,2124,Jogia,173,Siddharth Nagar
90591,Banki,2157,Nagwa,175,Sonbhadra
271209,Banmahari,2156,Myorpur,175,Sonbhadra
91555,Banmaie,2173,Kurebhar,176,Sultanpur
81146,Bannagar,2009,Charthawal,163,Muzaffarnagar
83842,Banna Mau,2055,Lalganj,166,Rae Bareli
83466,Bannawa,2046,Bachharawan,166,Rae Bareli
77162,Banni,1940,Kabrai,156,Mahoba
86240,Banni,2091,Semariyawan,169,Sant Kabeer Nagar
268838,Banni,1889,Phoolbehar,150,Kheri
89066,Banni Ghurain,2134,Biswan,174,Sitapur
89067,Banni Kharaila,2134,Biswan,174,Sitapur
89068,Banni Rai,2134,Biswan,174,Sitapur
89817,Banni Shahpur,2145,Parsendi,174,Sitapur
75017,Banoni,1905,Bar,152,Lalitpur
78413,Ban Pokhara,1963,Fatehpur Madaun,159,Mau
75018,Banpur,1905,Bar,152,Lalitpur
89162,Banpur,2135,Gondlamau,174,Sitapur
44511,Banpurava Paratipur,1416,Dhanupur,111,Prayagraj
44432,Banpurawa Saraipitha,1416,Dhanupur,111,Prayagraj
82324,Banpurva,2028,Aspur Deosara,165,Pratapgarh
76415,Banrasia Khurd,1929,Lakshmipur,155,Maharajganj
84152,Bans,2061,Sataon,166,Rae Bareli
78222,Bansai,1960,Raya,158,Mathura
85081,Bansdei,2074,Gangoh,168,Saharanpur
267502,Bansgaon,1881,Kumbhigola,150,Kheri
74064,Bans Gaon,1891,Dudhahi,151,Kushi Nagar
76492,Bansh Bejauli,1930,Mahrajganj,155,Maharajganj
75544,Banshigarhi,1914,Kakori,153,Lucknow
267711,Banshipur,1423,Koraon,111,Prayagraj
76858,Banshpar Kothi,1935,Partawal,155,Maharajganj
45446,Bansi,1430,Shankargarh,111,Prayagraj
73184,Bansi,1878,Bijuwa,150,Kheri
75137,Bansi,1907,Jakhaura,152,Lalitpur
83231,Bansi,2042,Sandwa Chandrika,165,Pratapgarh
89890,Bansi,2146,Pisawan,174,Sitapur
82526,Bansiyara,2031,Bihar,165,Pratapgarh
81729,Banskhera,2021,Amariya,164,Pilibhit
90177,Banskhera,2150,Sidhauli,174,Sitapur
242141,Banskhera Khurd,2107,Madnapur,171,Shahjahanpur
84477,Bans Nagli,2067,Chamraon,167,Rampur
244600,Bansramau,1844,Kannauj,146,Kannauj
73429,Banstali,1882,Lakhimpur,150,Kheri
83232,Bansupur,2042,Sandwa Chandrika,165,Pratapgarh
89966,Bansura,2147,Rampur Mathura,174,Sitapur
75076,Bant,1906,Birdha,152,Lalitpur
270223,Bantara,297517,Karma,175,Sonbhadra
93298,Bantari,2201,Cholapur,178,Varanasi
92770,Banthar,2195,Sikandarpur Karan,177,Unnao
86958,Banthara,2100,Dadrol,171,Shahjahanpur
87020,Banthara Urf Nagla,2101,Jaitipur,171,Shahjahanpur
242117,Banthari,2107,Madnapur,171,Shahjahanpur
91846,Banti Kalan,2178,P.P.Kamaicha,176,Sultanpur
81614,Banti Khera,2019,Thana Bhawan,259727,Shamli
85829,Bantwar,2085,Hainsar Bazar,169,Sant Kabeer Nagar
82597,Banvarpur,2032,Gaura,165,Pratapgarh
83100,Banveer Kachh,2040,Pratapgarh (Sadar),165,Pratapgarh
267102,Banveerpur,2028,Aspur Deosara,165,Pratapgarh
73752,Banveer Pur,1886,Nighasan,150,Kheri
79434,Banwa,1983,Hallia,161,Mirzapur
74802,Banwara Khas,1902,Sukrauli,151,Kushi Nagar
79638,Banwari,1986,Lalganj,161,Mirzapur
74732,Banwaria,1901,Seorahi,151,Kushi Nagar
45039,Banwari Khas,1424,Manda,111,Prayagraj
73430,Banwaripur,1882,Lakhimpur,150,Kheri
269644,Banyana,1908,Mandawara,152,Lalitpur
78881,Baparsa,1970,Daurala,160,Meerut
79310,Baparsi,1981,Sarurpur Khurd,160,Meerut
77063,Bapretha,1938,Charkhari,156,Mahoba
80240,Baqarpur Behtri,1996,Baniyakhera,259726,Sambhal
80381,Baqenia Chandpur,1998,Bilari,162,Moradabad
80612,Baqipur Jatni,2001,Kundarki,162,Moradabad
75019,Bar,1905,Bar,152,Lalitpur
90420,Bar,2155,Ghorawal,175,Sonbhadra
93554,Bar,2204,Pindra,178,Varanasi
72715,Bara,1870,Kaushambi,149,Kaushambi
77163,Bara,1940,Kabrai,156,Mahoba
77363,Bara,1943,Bewar,157,Mainpuri
78549,Bara,1965,Kopaganj,159,Mau
78621,Bara,1966,Mohammadabad Gohana,159,Mau
83543,Bara,2048,Chhatoh,166,Rae Bareli
90030,Bara,2148,Reusa,174,Sitapur
81256,Baraala Kukarheri,2011,Kairana,259727,Shamli
89374,Bara Bhari,2138,Khairabad,174,Sitapur
92403,Bara Bujurg,2189,Hasanganj,177,Unnao
74126,Baradaha Bazar,1892,Fazilnagar,151,Kushi Nagar
90592,Baradand,2157,Nagwa,175,Sonbhadra
93562,Baradeeh,2205,Sevapuri,178,Varanasi
92071,Baradev,2183,Auras,177,Unnao
79812,Baradih,1989,Narainpur,161,Mirzapur
79991,Baradih,1992,Rajgarh,161,Mirzapur
84016,Baradih,2059,Salon,166,Rae Bareli
81730,Baradunwa,2021,Amariya,164,Pilibhit
82716,Baraee,2034,Kunda,165,Pratapgarh
44197,Baraepur,1413,Bahadurpur,111,Prayagraj
88751,Baragadawa,2129,Naugarh,173,Siddharth Nagar
84550,Bara Gajeja,2068,Milak,167,Rampur
78815,Baraganv,1969,Ratanpura,159,Mau
73963,Baragaon,1889,Phoolbehar,150,Kheri
79986,Baragaon,1992,Rajgarh,161,Mirzapur
81896,Baragaon,2023,Bilsanda,164,Pilibhit
243373,Baragaon,2199,Baragaon,178,Varanasi
84732,Bara Gaon,2070,Shahabad,167,Rampur
76281,Barago,1926,Bridgemanganj,155,Maharajganj
85692,Barago,2083,Baghauli,169,Sant Kabeer Nagar
88752,Barago,2129,Naugarh,173,Siddharth Nagar
75545,Baragoan,1914,Kakori,153,Lucknow
241778,Barah,1388,Bah,109,Agra
44776,Baraha,1421,Kaudhiyara,111,Prayagraj
83843,Baraha,2055,Lalganj,166,Rae Bareli
74576,Barahaj,1899,Padrauna,151,Kushi Nagar
79348,Baraha Khurd,1982,Chhanvey,161,Mirzapur
74127,Barahara,1892,Fazilnagar,151,Kushi Nagar
76493,Barahara,1930,Mahrajganj,155,Maharajganj
76991,Barahara,1937,Siswa,155,Maharajganj
76282,Barahara Indradatt,1926,Bridgemanganj,155,Maharajganj
76929,Barahara Kannhi,1936,Pharenda,155,Maharajganj
76494,Barahara Rani,1930,Mahrajganj,155,Maharajganj
76928,Barahar Devi Charan,1936,Pharenda,155,Maharajganj
92227,Barahardo,2186,Bighapur,177,Unnao
72659,Bara Haweli Khalsha,1869,Kara,149,Kaushambi
80899,Barahi,2005,Sambhal,259726,Sambhal
82174,Barahi,2027,Puranpur,164,Pilibhit
80312,Barahi Lalpur Mustahkam,1997,Bhagatpur Tanda,162,Moradabad
89891,Barahmau Kala,2146,Pisawan,174,Sitapur
88655,Barahpur,2128,Mithwal,173,Siddharth Nagar
74951,Barahra,1904,Vishunpura,151,Kushi Nagar
88598,Barahra,2127,Lotan,173,Siddharth Nagar
82962,Barahua Bhojpur,2038,Mandhata,165,Pratapgarh
80241,Barai,1996,Baniyakhera,259726,Sambhal
93068,Barai,2199,Baragaon,178,Varanasi
93143,Barai,2200,Chiraigaon,178,Varanasi
72716,Barai Bandhawa,1870,Kaushambi,149,Kaushambi
89230,Baraideeh,2136,Hargaon,174,Sitapur
90031,Baraideeh,2148,Reusa,174,Sitapur
85900,Baraiepar Paithan,2086,Khalilabad,169,Sant Kabeer Nagar
85978,Baraiepur,2087,Mehdawal,169,Sant Kabeer Nagar
44590,Barai Harakh,296948,Sringverpur Dham,111,Prayagraj
89746,Barai Khera,2144,Pahala,174,Sitapur
73609,Baraincha,1884,Mohammadi,150,Kheri
87332,Baraincha,2109,Nigohi,171,Shahjahanpur
268284,Barainia,2084,Belhar Kala,169,Sant Kabeer Nagar
88367,Barainiya,2124,Jogia,173,Siddharth Nagar
86180,Barai Par,2090,Santha,169,Sant Kabeer Nagar
79504,Baraipur,1984,Jamalpur,161,Mirzapur
87579,Baraipur,2113,Ekona,172,Shravasti
44830,Baraipur Ramnager Uprhar,296948,Sringverpur Dham,111,Prayagraj
76992,Baraipurwan Urf Gauri,1937,Siswa,155,Maharajganj
72772,Baraisa,1871,Manjhanpur,149,Kaushambi
90646,Barak,2158,Robertsganj,175,Sonbhadra
77892,Baraka,1953,Chhata,158,Mathura
242957,Bara Kala,2103,Kalan,171,Shahjahanpur
44645,Bara Khas,1419,Jasra,111,Prayagraj
84551,Bara Khas,2068,Milak,167,Rampur
75366,Barakhempur,1911,Bakshi-Ka-Talab,153,Lucknow
92404,Bara Khera,2189,Hasanganj,177,Unnao
87118,Bara Khurd,2103,Kalan,171,Shahjahanpur
93564,Baraki,2205,Sevapuri,178,Varanasi
72773,Baralaha,1871,Manjhanpur,149,Kaushambi
79236,Baram,1979,Rohta,160,Meerut
90747,Baramadpur,2159,Akhand Nagar,176,Sultanpur
45098,Baramau,1425,Mauaima,111,Prayagraj
271171,Baramau,1943,Bewar,157,Mainpuri
74065,Barampur,1891,Dudhahi,151,Kushi Nagar
93636,Barani,2205,Sevapuri,178,Varanasi
44945,Baranpur,1423,Koraon,111,Prayagraj
72994,Baranpur Kadipur Ichauli,1875,Sirathu,149,Kaushambi
268752,Baranw,2085,Hainsar Bazar,169,Sant Kabeer Nagar
88432,Baranwar,2125,Khesraha,173,Siddharth Nagar
92348,Baraoki,2188,Ganj Moradabad,177,Unnao
92007,Baraoli,2182,Asoha,177,Unnao
87912,Baraon Nankar,2118,Bansi,173,Siddharth Nagar
82785,Barapur Bhikh,2035,Lakshamanpur,165,Pratapgarh
78741,Barar,1968,Ranipur,159,Mau
83578,Barara Bujurg,2049,Dalmau,166,Rae Bareli
73291,Barari,1880,Isanagar,150,Kheri
77937,Barari,1954,Farah,158,Mathura
83579,Baras,2049,Dalmau,166,Rae Bareli
90107,Bara Singha,2149,Sakran,174,Sitapur
82897,Barasrai,2037,Magraura,165,Pratapgarh
44777,Baraswal,1421,Kaudhiyara,111,Prayagraj
72993,Bara Tafareek,1875,Sirathu,149,Kaushambi
81731,Barat Bojh,2021,Amariya,164,Pilibhit
76930,Barathgarha,1936,Pharenda,155,Maharajganj
77164,Barat Pahari,1940,Kabrai,156,Mahoba
89623,Baratpur,2142,Maholi,174,Sitapur
75078,Baraud,1906,Birdha,152,Lalitpur
75020,Barauda Dang,1905,Bar,152,Lalitpur
77938,Barauda Mashrakpur,1954,Farah,158,Mathura
75208,Baraudiya,1908,Mandawara,152,Lalitpur
72943,Baraula,1874,Sarsawan,149,Kaushambi
83793,Baraula,2054,Khiron,166,Rae Bareli
44778,Barauli,1421,Kaudhiyara,111,Prayagraj
77694,Barauli,1949,Mainpuri,157,Mainpuri
77809,Barauli,1951,Baldeo,158,Mathura
86044,Barauli,2088,Nath Nagar,169,Sant Kabeer Nagar
90421,Barauli,2155,Ghorawal,175,Sonbhadra
78488,Barauli Chak Abdulrahman,1964,Ghosi,159,Mau
77635,Barauliya,1948,Kuraoli,157,Mainpuri
45366,Barauna,1429,Saidabad,111,Prayagraj
79435,Baraundha,1983,Hallia,161,Mirzapur
83792,Baraundi,2054,Khiron,166,Rae Bareli
267685,Baraunha,1423,Koraon,111,Prayagraj
44291,Baraura,1414,Bahria,111,Prayagraj
87461,Baraura,2111,Sindhauli,171,Shahjahanpur
90748,Baraura Khwajapur,2159,Akhand Nagar,176,Sultanpur
44524,Baraut,1417,Handia,111,Prayagraj
84153,Barauwa,2061,Sataon,166,Rae Bareli
76546,Barava Raja,1931,Mithaura,155,Maharajganj
76348,Barawa Chmaniya,1928,Ghughli,155,Maharajganj
74273,Barawa Khas,1894,Kaptainganj,151,Kushi Nagar
44706,Barawan,1420,Karchhana,111,Prayagraj
83544,Barawan,2048,Chhatoh,166,Rae Bareli
87647,Barawan Hargun,2114,Gilaula,172,Shravasti
90243,Barawe,2151,Babhani,175,Sonbhadra
77064,Barayan,1938,Charkhari,156,Mahoba
90274,Barayeel,2152,Chatra,175,Sonbhadra
77165,Barbai,1940,Kabrai,156,Mahoba
82527,Barbaspur,2031,Bihar,165,Pratapgarh
92834,Barbat,2196,Sikandarpur Sarausi,177,Unnao
79349,Barbata,1982,Chhanvey,161,Mirzapur
78622,Barbochi,1966,Mohammadabad Gohana,159,Mau
78130,Barchawali,1958,Nandgaon,158,Mathura
90108,Barchhata,2149,Sakran,174,Sitapur
75209,Barchon,1908,Mandawara,152,Lalitpur
77065,Barda,1938,Charkhari,156,Mahoba
88599,Bardad Bargadhi,2127,Lotan,173,Siddharth Nagar
44707,Bardaha,1420,Karchhana,111,Prayagraj
