elex_district,elex_samiti,lgd_district,lgd_block_name,lgd_block_code,match_type
pratapgarh,CHOTI SADRI,Pratapgarh,Chhoti Sadri,1229,spelling
pratapgarh,DALOT,Pratapgarh,Dalot,295390,new_block
pratapgarh,DHAMOTAR,Pratapgarh,Dhamotar,295424,new_block
pratapgarh,DHARIAW AD,Pratapgarh,Dhariawad,1377,ocr_space
pratapgarh,DHARIAWAD,Pratapgarh,Dhariawad,1377,exact
pratapgarh,DHRIABAD,Pratapgarh,Dhariawad,1377,spelling
pratapgarh,PEEP ALKHOONT,Pratapgarh,Peepal Khoont,1177,ocr_space
pratapgarh,PEEPALKHOONT,Pratapgarh,Peepal Khoont,1177,spelling
pratapgarh,PIP ALKHUNT,Pratapgarh,Peepal Khoont,1177,ocr_space
pratapgarh,PIPALKHUNT,Pratapgarh,Peepal Khoont,1177,spelling
pratapgarh,PRA T APGARH,Pratapgarh,Pratapgarh,1235,ocr_space
pratapgarh,PRATAPGARH,Pratapgarh,Pratapgarh,1235,exact
pratapgarh,SUHAGPURA,Pratapgarh,Suhagpura,295389,new_block
rajsamand,AMET,Rajsamand,Amet,1344,exact
rajsamand,BHIM,Rajsamand,Bhim,1345,exact
rajsamand,DELVADA,Rajsamand,Delwada,295391,spelling
rajsamand,DEOGARH,Rajsamand,Deogarh,1346,exact
rajsamand,KHAMNOR,Rajsamand,Khamnor,1347,exact
rajsamand,KHAMNORE,Rajsamand,Khamnor,1347,spelling
rajsamand,KUMBHALGARH,Rajsamand,Kumbhalgarh,1348,exact
rajsamand,RAILMAGRA,Rajsamand,Railmagra,1349,exact
rajsamand,RAJSAMAND,Rajsamand,Rajsamand,1350,exact
sawaimadhopur,BAMANW AS,Sawai Madhopur,Bamanwas,1351,ocr_space
sawaimadhopur,BAMANWAS,Sawai Madhopur,Bamanwas,1351,exact
sawaimadhopur,BONLI,Sawai Madhopur,Bonli,1352,exact
sawaimadhopur,CHOUTH KA BARWADA,Sawai Madhopur,Chauth Ka Barwara,262680,spelling
sawaimadhopur,CHOUTHKABARWADA,Sawai Madhopur,Chauth Ka Barwara,262680,new_block
sawaimadhopur,GANGAPUR,Sawai Madhopur,Gangapur City,1353,spelling
sawaimadhopur,GANGAPURCITY,Sawai Madhopur,Gangapur City,1353,spelling
sawaimadhopur,KHANDAR,Sawai Madhopur,Khandar,1354,exact
sawaimadhopur,MALARNA DUNGAR,Sawai Madhopur,Malarna Dungar,295310,new_block
sawaimadhopur,MALARNADUNGAR,Sawai Madhopur,Malarna Dungar,295310,new_block
sawaimadhopur,S. MADHOPUR,Sawai Madhopur,Sawai Madhopur,1355,spelling
sawaimadhopur,S.MADHOPUR,Sawai Madhopur,Sawai Madhopur,1355,spelling
sawaimadhopur,SAWAI MADHOPUR,Sawai Madhopur,Sawai Madhopur,1355,exact
sawaimadhopur,SAWAIMADHOPUR,Sawai Madhopur,Sawai Madhopur,1355,spelling
sikar,AJITGARH,Sikar,Ajeetgarh,295265,spelling
sikar,DANT ARAMGARH,Sikar,Danta Ramgarh,1356,ocr_space
sikar,DANTA RAMGARH,Sikar,Danta Ramgarh,1356,exact
sikar,DANTARAMGARH,Sikar,Danta Ramgarh,1356,spelling
sikar,DHOD,Sikar,Dhod,1357,exact
sikar,DHOND,Sikar,Dhod,1357,spelling
sikar,FATEHPUR,Sikar,Fatehpur,1358,exact
sikar,KHANDELA,Sikar,Khandela,1359,exact
sikar,LACHHMANGARH,Sikar,Lachhmangarh,1360,exact
sikar,LAXMANGARH,Sikar,Lachhmangarh,1360,spelling
sikar,NECHWA,Sikar,Nechwa,295268,new_block
sikar,NEEM KA THANA,Sikar,Neem Ka Thana,1361,exact
sikar,NEEMKA THANA,Sikar,Neem Ka Thana,1361,spelling
sikar,NEEMKATHANA,Sikar,Neem Ka Thana,1361,spelling
sikar,PALSANA,Sikar,Palsana,295269,new_block
sikar,PATAN,Sikar,Patan,262226,new_block
sikar,PIPRALI,Sikar,Piprali,1362,exact
sikar,SRIMADHOPUR,Sikar,Sri Madhopur,1363,spelling
sirohi,ABU ROAD,Sirohi,Abu Road,1364,exact
sirohi,ABUROAD,Sirohi,Abu Road,1364,spelling
sirohi,PINDW ARA,Sirohi,Pindwara,1365,ocr_space
sirohi,PINDWARA,Sirohi,Pindwara,1365,exact
sirohi,REODAR,Sirohi,Reodar,1366,exact
sirohi,SHEOGANJ,Sirohi,Sheoganj,1367,exact
sirohi,SHIVGANJ,Sirohi,Sheoganj,1367,spelling
sirohi,SIROHI,Sirohi,Sirohi,1368,exact
tonk,DEOLI,Tonk,Deoli,1369,exact
tonk,MALPURA,Tonk,Malpura,1370,exact
tonk,NEWAI,Tonk,Newai,1371,spelling
tonk,NIW AI,Tonk,Newai,1371,ocr_space
tonk,NIWAI,Tonk,Newai,1371,spelling
tonk,PIPLU,Tonk,Peeplu,295476,spelling
tonk,TODARAISINGH,Tonk,Todaraisingh,1372,exact
tonk,TONK,Tonk,Tonk,1373,exact
tonk,UNIARA,Tonk,Uniara,1374,exact
tonk,UNIYARA,Tonk,Uniara,1374,spelling
udaipur,BADGAON,Udaipur,Bargaon,1375,spelling
udaipur,BARGAON,Udaipur,Bargaon,1375,exact
udaipur,BHINDER,Udaipur,Bhinder,1376,exact
udaipur,BHINDAR,Udaipur,Bhinder,1376,spelling
udaipur,DHARIYAWAD,Udaipur,Dhariawad,1377,spelling
udaipur,GIRW A,Udaipur,Girwa,1378,ocr_space
udaipur,GIRWA,Udaipur,Girwa,1378,exact
udaipur,GOGUNDA,Udaipur,Gogunda,1379,exact
udaipur,HRUSHABHDEV,Udaipur,Rishbhdeo,262235,spelling
udaipur,JAYSAMAND,Udaipur,Jaisamand,295185,spelling
udaipur,JHADOL,Udaipur,Jhadol,1380,exact
udaipur,JHALLARA,Udaipur,Jhallara,262257,new_block
udaipur,KHERW ADA,Udaipur,Kherwara,1381,ocr_space
udaipur,KHERW ARA,Udaipur,Kherwara,1381,ocr_space
udaipur,KHERWADA,Udaipur,Kherwara,1381,spelling
udaipur,KHERWARA,Udaipur,Kherwara,1381,exact
udaipur,KOTDA,Udaipur,Kotra,1382,spelling
udaipur,KOTRA,Udaipur,Kotra,1382,exact
udaipur,KURABAD,Udaipur,Kurabad,262276,new_block
udaipur,LASADIA,Udaipur,Lasadiya,6846,spelling
udaipur,LASADIYA,Udaipur,Lasadiya,6846,new_block
udaipur,MAVLI,Udaipur,Mavli,1383,exact
udaipur,MAWALI,Udaipur,Mavli,1383,spelling
udaipur,NAYAGAON,Udaipur,Nayagaon,295178,new_block
udaipur,PHALASIY A,Udaipur,Phalasiya,262252,ocr_space
udaipur,PHALASIYA,Udaipur,Phalasiya,262252,new_block
udaipur,SALUMBER,Udaipur,Salumbar,1384,spelling
udaipur,SALUMBAR,Udaipur,Salumbar,1384,exact
udaipur,SARADA,Udaipur,Sarada,1385,exact
udaipur,SAYARA,Udaipur,Sayra,262243,spelling
udaipur,SEMARI,Udaipur,Semari,262269,new_block
udaipur,VALLABHNAGAR,Udaipur,Vallabhnagar,295182,new_block
