order,gp_name,gp_villages,panchayat_samiti,district,verified_or_not,gp_name_goog_translate,gp_village_goog_translate,ps_goog_translate,,,,,,,,,,,,,,
2325,बायतु भीमजी,धतरवालो की ढाणी,समदड़ी,barmer,0,baytu bhimji,dhatwalo ki dhani,samdari,,,,,,,,,,,,,,
2326,बायतु भीमजी,बनिया धोरा,समदड़ी,barmer,0,baytu bhimji,baniya dhora,samdari,,,,,,,,,,,,,,
2327,बायतु भीमजी,विरेन्द्र नगर,समदड़ी,barmer,0,baytu bhimji,virendra nagar,samdari,,,,,,,,,,,,,,
2328,नगोंणी धतरवालो की ढाणी,नगोंणी धतरवालो की ढाणी,समदड़ी,barmer,0,nagoni dhatwalo ki dhani,nagoni dhatwalo ki dhani,samdari,,,,,,,,,,,,,,
2329,नगोंणी धतरवालो की ढाणी,नाथाणियो जोणियो,समदड़ी,barmer,0,nagoni dhatwalo ki dhani,nathani jonio,samdari,,,,,,,,,,,,,,
2330,नगोंणी धतरवालो की ढाणी,की ढाणी,समदड़ी,barmer,0,nagoni dhatwalo ki dhani,ki dhani,samdari,,,,,,,,,,,,,,
2331,नगोंणी धतरवालो की ढाणी,पनोणी जोणियो की,समदड़ी,barmer,0,nagoni dhatwalo ki dhani,panoni jonio,samdari,,,,,,,,,,,,,,
2332,नगोंणी धतरवालो की ढाणी,खेमाबाबा नगर,समदड़ी,barmer,0,nagoni dhatwalo ki dhani,khembaba nagar,samdari,,,,,,,,,,,,,,
2333,नगोंणी धतरवालो की ढाणी,काकड़ो की ढाणी,समदड़ी,barmer,0,nagoni dhatwalo ki dhani,kakado dhani,samdari,,,,,,,,,,,,,,
2334,नगोंणी धतरवालो की ढाणी,दानाणियो मेगवालों,समदड़ी,barmer,0,nagoni dhatwalo ki dhani,dananiyo megwal,samdari,,,,,,,,,,,,,,
2335,नगोंणी धतरवालो की ढाणी,रामदेव नगर,समदड़ी,barmer,0,nagoni dhatwalo ki dhani,ramdev nagar,samdari,,,,,,,,,,,,,,
2336,नगोंणी धतरवालो की ढाणी,जसनाथपुरा,समदड़ी,barmer,0,nagoni dhatwalo ki dhani,jasnathpura,samdari,,,,,,,,,,,,,,
2337,नगोंणी धतरवालो की ढाणी,पुराना गाँव,समदड़ी,barmer,0,nagoni dhatwalo ki dhani,old village,samdari,,,,,,,,,,,,,,
2338,नगोंणी धतरवालो की ढाणी,नया गाँव,समदड़ी,barmer,0,nagoni dhatwalo ki dhani,new village,samdari,,,,,,,,,,,,,,
2339,नगोंणी धतरवालो की ढाणी,बेनिवालो की ढाणी,समदड़ी,barmer,0,nagoni dhatwalo ki dhani,benivalo ki dhani,samdari,,,,,,,,,,,,,,
2340,भीमडा,चौखोणियो का तला,समदड़ी,barmer,0,bhimda,chowkhanio's tala,samdari,,,,,,,,,,,,,,
2341,भीमडा,ईशरामो का तला,समदड़ी,barmer,0,bhimda,isramo's tala,samdari,,,,,,,,,,,,,,
2342,भीमडा,रूगोणियो का तला,समदड़ी,barmer,0,bhimda,rugonio's tala,samdari,,,,,,,,,,,,,,
2343,भीमडा,जांगुओ की ढाणी,समदड़ी,barmer,0,bhimda,janguo ki dhani,samdari,,,,,,,,,,,,,,
2344,भीमडा,मूलोंणियों की ढाणी 7 .,समदड़ी,barmer,0,bhimda,dhani 7.,samdari,,,,,,,,,,,,,,
2345,भीमडा,हरुपोणी,समदड़ी,barmer,0,bhimda,haruponi,samdari,,,,,,,,,,,,,,
2346,भीमडा,जीयोणी मेगवालों की,समदड़ी,barmer,0,bhimda,jioni megwal,samdari,,,,,,,,,,,,,,
2347,हुडो की ढाणी,चवा नाडा,समदड़ी,barmer,0,hudo ki dhani,chava nada,samdari,,,,,,,,,,,,,,
2348,हुडो की ढाणी,टाकलियासर,समदड़ी,barmer,0,hudo ki dhani,takliasar,samdari,,,,,,,,,,,,,,
2349,हुडो की ढाणी,गंगावास,समदड़ी,barmer,0,hudo ki dhani,gangawas,samdari,,,,,,,,,,,,,,
2350,हुडो की ढाणी,मुकनोणियो की ढाणी,समदड़ी,barmer,0,hudo ki dhani,muknoni ki dhani,samdari,,,,,,,,,,,,,,
2351,सिंगोडिया,नया बाटाडू,समदड़ी,barmer,0,singodia,new batadu,samdari,,,,,,,,,,,,,,
2352,सिंगोडिया,रेवाली,समदड़ी,barmer,0,singodia,rewali,samdari,,,,,,,,,,,,,,
2353,सिंगोडिया,नई रेवाली,समदड़ी,barmer,0,singodia,new rewali,samdari,,,,,,,,,,,,,,
2354,सिंगोडिया,डेडवाली,समदड़ी,barmer,0,singodia,deadwali,samdari,,,,,,,,,,,,,,
2355,सिंगोडिया,सिंगोडिया,समदड़ी,barmer,0,singodia,singodia,samdari,,,,,,,,,,,,,,
2356,सिंगोडिया,नया सिंगोडिया,समदड़ी,barmer,0,singodia,new singodia,samdari,,,,,,,,,,,,,,
2357,सिंगोडिया,बेनिवालों की ढाणी,समदड़ी,barmer,0,singodia,dhani ki dhani,samdari,,,,,,,,,,,,,,
2358,सिंगोडिया,गोमतेश्वर,समदड़ी,barmer,0,singodia,gomateshwar,samdari,,,,,,,,,,,,,,
2359,सिंगोडिया,चैनाणियो की ढाणी,समदड़ी,barmer,0,singodia,chaini ki dhani,samdari,,,,,,,,,,,,,,
2360,सिंगोडिया,हिंगडो की ढाणी,समदड़ी,barmer,0,singodia,hingdo's dhani,samdari,,,,,,,,,,,,,,
2361,बायतु चिमनजी,बायतु चिमनजी,समदड़ी,barmer,0,baytu chimanji,baytu chimanji,samdari,,,,,,,,,,,,,,
2362,बायतु चिमनजी,पदमोणी गोदारो की,समदड़ी,barmer,0,baytu chimanji,padmoni godo ki,samdari,,,,,,,,,,,,,,
2363,बायतु चिमनजी,ढाणी,समदड़ी,barmer,0,baytu chimanji,dhani,samdari,,,,,,,,,,,,,,
2364,बायतु चिमनजी,देरोमोणी पोटलियों की,समदड़ी,barmer,0,baytu chimanji,deeromoni,samdari,,,,,,,,,,,,,,
2365,बायतु चिमनजी,रूपोणी बांगड़वो की,समदड़ी,barmer,0,baytu chimanji,rooponi bangarvo ki,samdari,,,,,,,,,,,,,,
2366,बायतु चिमनजी,केरलीपुरा,समदड़ी,barmer,0,baytu chimanji,kerlipura,samdari,,,,,,,,,,,,,,
2367,बायतु चिमनजी,हेमजी का तला,समदड़ी,barmer,0,baytu chimanji,hemji's tala,samdari,,,,,,,,,,,,,,
2368,बायतु चिमनजी,सांवलसर,समदड़ी,barmer,0,baytu chimanji,savalsar,samdari,,,,,,,,,,,,,,
2369,बायतु चिमनजी,जसदेर,समदड़ी,barmer,0,baytu chimanji,jasder,samdari,,,,,,,,,,,,,,
2370,बायतु चिमनजी,बांगडवो की ढाणी,समदड़ी,barmer,0,baytu chimanji,bangdwo's dhani,samdari,,,,,,,,,,,,,,
2371,बायतु चिमनजी,सगरोमोणी गोदारो की,समदड़ी,barmer,0,baytu chimanji,sagromoni godaro ki,samdari,,,,,,,,,,,,,,
2372,कोलू,लीलासर,समदड़ी,barmer,0,kolu,leelasar,samdari,,,,,,,,,,,,,,
2373,कोलू,मोराला,समदड़ी,barmer,0,kolu,morala,samdari,,,,,,,,,,,,,,
2374,कोलू,कोलू,समदड़ी,barmer,0,kolu,kolu,samdari,,,,,,,,,,,,,,
2375,कोलू,पाबुसरा,समदड़ी,barmer,0,kolu,pabusara,samdari,,,,,,,,,,,,,,
2376,कोलू,डाबलिया,समदड़ी,barmer,0,kolu,dablia,samdari,,,,,,,,,,,,,,
2377,कोलू,जुगतासर,समदड़ी,barmer,0,kolu,jugtasar,samdari,,,,,,,,,,,,,,
2378,कोलू,धतरवालो का तला,समदड़ी,barmer,0,kolu,dhatwalo's tala,samdari,,,,,,,,,,,,,,
2379,रतेऊ,हेराजाणियो की ढाणी,समदड़ी,barmer,0,rateu,hirajani ki dhani,samdari,,,,,,,,,,,,,,
2380,रतेऊ,मदो की ढाणी,समदड़ी,barmer,0,rateu,dhani ki dhani,samdari,,,,,,,,,,,,,,
2381,रतेऊ,फतुम्बिया नाडिया,समदड़ी,barmer,0,rateu,fatumbia nadia,samdari,,,,,,,,,,,,,,
2382,रतेऊ,पटाली नाडी,समदड़ी,barmer,0,rateu,patali nadi,samdari,,,,,,,,,,,,,,
2383,रतेऊ,साईयों की ढाणी,समदड़ी,barmer,0,rateu,sai ki dhani,samdari,,,,,,,,,,,,,,
2384,रतेऊ,धीरोणियों की ढाणी,समदड़ी,barmer,0,rateu,dheeoni dhani,samdari,,,,,,,,,,,,,,
2385,रतेऊ,दलोणियों की ढाणी,समदड़ी,barmer,0,rateu,dhani ki dhani,samdari,,,,,,,,,,,,,,
2386,नौसर,बूठसरा,समदड़ी,barmer,0,nausar,bhatsara,samdari,,,,,,,,,,,,,,
2387,नौसर,मुकनसर,समदड़ी,barmer,0,nausar,mukansar,samdari,,,,,,,,,,,,,,
2388,नौसर,मीरमोहम्मद की ढाणी,समदड़ी,barmer,0,nausar,dhani of meermohmad,samdari,,,,,,,,,,,,,,
2389,नौसर,केरली नाडी,समदड़ी,barmer,0,nausar,kerli nadi,samdari,,,,,,,,,,,,,,
2390,नौसर,करणीपुरा चक,समदड़ी,barmer,0,nausar,karnipura chak,samdari,,,,,,,,,,,,,,
2391,नौसर,चारणेत,समदड़ी,barmer,0,nausar,charanet,samdari,,,,,,,,,,,,,,
2392,नौसर,उन्दरियासरा,समदड़ी,barmer,0,nausar,urriasara,samdari,,,,,,,,,,,,,,
2393,कोसरिया,लापला,समदड़ी,barmer,0,kosaria,lapla,samdari,,,,,,,,,,,,,,
2394,चिडिया,केराला,गिडा,barmer,0,chidia,kerala,gida,,,,,,,,,,,,,,
2395,चिडिया,लोपली,गिडा,barmer,0,chidia,lopli,gida,,,,,,,,,,,,,,
2396,चिडिया,उतरणी,गिडा,barmer,0,chidia,utharani,gida,,,,,,,,,,,,,,
2397,चिडिया,साकरी,गिडा,barmer,0,chidia,sakari,gida,,,,,,,,,,,,,,
2398,चिडिया,पाउन्ड्री,गिडा,barmer,0,chidia,poundary,gida,,,,,,,,,,,,,,
2399,खारडा भारतसिंह,खारडा भारतसिंह,गिडा,barmer,0,kharda bharat singh,kharda bharat singh,gida,,,,,,,,,,,,,,
2400,खारडा भारतसिंह,जोधाणी सारणो,गिडा,barmer,0,kharda bharat singh,jodhani sarano,gida,,,,,,,,,,,,,,
2401,खारडा भारतसिंह,की ढाणी,गिडा,barmer,0,kharda bharat singh,ki dhani,gida,,,,,,,,,,,,,,
2402,खारडा भारतसिंह,भैरासर,गिडा,barmer,0,kharda bharat singh,bhairassar,gida,,,,,,,,,,,,,,
2403,खारडा भारतसिंह,हनुमानपुरा,गिडा,barmer,0,kharda bharat singh,hanumanpura,gida,,,,,,,,,,,,,,
2404,खारडा भारतसिंह,खारड़ा चारणान,गिडा,barmer,0,kharda bharat singh,kharda charanan,gida,,,,,,,,,,,,,,
2405,खारडा भारतसिंह,मालासर,गिडा,barmer,0,kharda bharat singh,malasar,gida,,,,,,,,,,,,,,
2406,सन्तरा,धोलु,गिडा,barmer,0,santra,dholu,gida,,,,,,,,,,,,,,
2407,सन्तरा,करनोतो का खेड़ा,गिडा,barmer,0,santra,karnoto's kheda,gida,,,,,,,,,,,,,,
2408,सन्तरा,केराला,गिडा,barmer,0,santra,kerala,gida,,,,,,,,,,,,,,
2409,सन्तरा,झूण्ड,गिडा,barmer,0,santra,jhund,gida,,,,,,,,,,,,,,
2410,सन्तरा,झूण्ड दक्षिण,गिडा,barmer,0,santra,jhund south,gida,,,,,,,,,,,,,,
2411,सन्तरा,संतरा डोली,गिडा,barmer,0,santra,orange doli,gida,,,,,,,,,,,,,,
2412,सन्तरा,रिड़ीयातालर,गिडा,barmer,0,santra,rediyatler,gida,,,,,,,,,,,,,,
2413,सन्तरा,रिड़ीया रामदेवनगर,गिडा,barmer,0,santra,rideya ramdevanagar,gida,,,,,,,,,,,,,,
2414,सन्तरा,चक लोपली,गिडा,barmer,0,santra,chak lopli,gida,,,,,,,,,,,,,,
2415,सन्तरा,चक सियागों,गिडा,barmer,0,santra,chak siagon,gida,,,,,,,,,,,,,,
2416,सन्तरा,की ढाणी,गिडा,barmer,0,santra,ki dhani,gida,,,,,,,,,,,,,,
2417,सन्तरा,चक संतरा,गिडा,barmer,0,santra,chak orange,gida,,,,,,,,,,,,,,
2418,सन्तरा,डेरीनाडी,गिडा,barmer,0,santra,derinadi,gida,,,,,,,,,,,,,,
2419,सन्तरा,माताजी की भाखरी,गिडा,barmer,0,santra,mataji's bhakhari,gida,,,,,,,,,,,,,,
2420,जाजवा,जाजवा आईजी,गिडा,barmer,0,jajwa,jajwa ig,gida,,,,,,,,,,,,,,
2421,जाजवा,एकलव्यनगर,गिडा,barmer,0,jajwa,eklavnagar,gida,,,,,,,,,,,,,,
2422,जाजवा,भीमगाव,गिडा,barmer,0,jajwa,bhimgaon,gida,,,,,,,,,,,,,,
2423,जाजवा,राजपुरा,गिडा,barmer,0,jajwa,rajpura,gida,,,,,,,,,,,,,,
2424,जाजवा,देवपुरा उर्फ गोगासर,गिडा,barmer,0,jajwa,devpura aka gogasar,gida,,,,,,,,,,,,,,
2425,जाजवा,सरदारपुरा,गिडा,barmer,0,jajwa,sardarpura,gida,,,,,,,,,,,,,,
2426,जाजवा,फतेहनगर,गिडा,barmer,0,jajwa,fatehanagar,gida,,,,,,,,,,,,,,
2427,जाजवा,पनावासपुरा,गिडा,barmer,0,jajwa,panwaspura,gida,,,,,,,,,,,,,,
2428,परेऊ,बेनिवालो की ढाणी,गिडा,barmer,0,pareu,benivalo ki dhani,gida,,,,,,,,,,,,,,
2429,परेऊ,पुनियों की बेरी,गिडा,barmer,0,pareu,reforcement berry,gida,,,,,,,,,,,,,,
2430,परेऊ,जगराम की ढाणी,गिडा,barmer,0,pareu,jagram ki dhani,gida,,,,,,,,,,,,,,
2431,परेऊ,मुकनाणियों का बेरा,गिडा,barmer,0,pareu,bera of mukanani,gida,,,,,,,,,,,,,,
2432,परेऊ,पीराणी साईयों,गिडा,barmer,0,pareu,pirani saiyas,gida,,,,,,,,,,,,,,
2433,कुम्पलिया,गोदारों की ढाणी,गिडा,barmer,0,kumpaliya,dhani ki dhani,gida,,,,,,,,,,,,,,
2434,कुम्पलिया,कुम्पलिया,गिडा,barmer,0,kumpaliya,kumpaliya,gida,,,,,,,,,,,,,,
2435,कुम्पलिया,डूंगरानाडा,गिडा,barmer,0,kumpaliya,dungranada,gida,,,,,,,,,,,,,,
2436,कुम्पलिया,जोंगुओं की ढाणी,गिडा,barmer,0,kumpaliya,jongu ki dhani,gida,,,,,,,,,,,,,,
2437,कुम्पलिया,झिम्पोनियो की ढाणी,गिडा,barmer,0,kumpaliya,jhimponio's dhani,gida,,,,,,,,,,,,,,
2438,सोहडा,मेघवालों की ढाणी,गिडा,barmer,0,sohda,dhani of meghwalas,gida,,,,,,,,,,,,,,
2439,सोहडा,डेलूओं की ढाणी,गिडा,barmer,0,sohda,delu ki dhani,gida,,,,,,,,,,,,,,
2440,सोहडा,नीम्बा की ढाणी,गिडा,barmer,0,sohda,lemon's dhani,gida,,,,,,,,,,,,,,
2441,सोहडा,सुथारों की ढाणी,गिडा,barmer,0,sohda,dhani ki dhani,gida,,,,,,,,,,,,,,
2442,सोहडा,लेंगो की ढाणी,गिडा,barmer,0,sohda,lango ki dhani,gida,,,,,,,,,,,,,,
2443,गिडा,गोगासर,गिडा,barmer,0,gida,gogasar,gida,,,,,,,,,,,,,,
2444,गिडा,चक उतरणी,गिडा,barmer,0,gida,chak utharani,gida,,,,,,,,,,,,,,
2445,गिडा,मालदेता,गिडा,barmer,0,gida,maldeeta,gida,,,,,,,,,,,,,,
2446,जाखडा,अणदोणी जाखडो की,गिडा,barmer,0,jakhda,anadoni jakho ki,gida,,,,,,,,,,,,,,
2447,जाखडा,ढाणी,गिडा,barmer,0,jakhda,dhani,gida,,,,,,,,,,,,,,
2448,जाखडा,दानपुरा,गिडा,barmer,0,jakhda,danpura,gida,,,,,,,,,,,,,,
2449,जाखडा,गोदारों की बस्ती,गिडा,barmer,0,jakhda,godars basti,gida,,,,,,,,,,,,,,
2450,कानोड,मेगवालों की बस्ती,गिडा,barmer,0,kanod,megwal's settlement,gida,,,,,,,,,,,,,,
2451,कानोड,नागाणा तला,गिडा,barmer,0,kanod,nagana tala,gida,,,,,,,,,,,,,,
2452,कानोड,चीलानाडी,गिडा,barmer,0,kanod,chilanadi,gida,,,,,,,,,,,,,,
2453,कानोड,गोदारों की ढाणी,गिडा,barmer,0,kanod,dhani ki dhani,gida,,,,,,,,,,,,,,
2454,कानोड,मोबताणियों का तला,गिडा,barmer,0,kanod,mobiles tala,gida,,,,,,,,,,,,,,
2455,कानोड,खरताणियो का तला,गिडा,barmer,0,kanod,khartani's fried,gida,,,,,,,,,,,,,,
2456,कानोड,इन्द्राणियों का तला,गिडा,barmer,0,kanod,indranis tala,gida,,,,,,,,,,,,,,
2457,अरणियाली महेचान,गालानाडी,सिणधरी,barmer,0,araniali maachan,galanadi,sindhri,,,,,,,,,,,,,,
2458,अरणियाली महेचान,महादेव नगर,सिणधरी,barmer,0,araniali maachan,mahadev nagar,sindhri,,,,,,,,,,,,,,
2459,जूना मीठा खेड़ा,मोरिया नाडा,सिणधरी,barmer,0,juna sweet kheda,moriya nada,sindhri,,,,,,,,,,,,,,
2460,जूना मीठा खेड़ा,बोरला,सिणधरी,barmer,0,juna sweet kheda,borla,sindhri,,,,,,,,,,,,,,
2461,जूना मीठा खेड़ा,झिंझणी,सिणधरी,barmer,0,juna sweet kheda,jhinjhani,sindhri,,,,,,,,,,,,,,
2462,जूना मीठा खेड़ा,भावगिरी जी का मीठा,सिणधरी,barmer,0,juna sweet kheda,sweet of bhavagiri ji,sindhri,,,,,,,,,,,,,,
2463,जूना मीठा खेड़ा,काठाड़िया,सिणधरी,barmer,0,juna sweet kheda,kathadia,sindhri,,,,,,,,,,,,,,
2464,जूना मीठा खेड़ा,गोलिया भाटा,सिणधरी,barmer,0,juna sweet kheda,golia bhata,sindhri,,,,,,,,,,,,,,
2465,जूना मीठा खेड़ा,आदर्श गोलिया,सिणधरी,barmer,0,juna sweet kheda,adarsh ​​golia,sindhri,,,,,,,,,,,,,,
2466,भाटा,गोगाजी धोरा,सिणधरी,barmer,0,bhata,gogaji dhora,sindhri,,,,,,,,,,,,,,
2467,भाटा,रूपसर,सिणधरी,barmer,0,bhata,roopsar,sindhri,,,,,,,,,,,,,,
2468,भाटा,धूड़िया मोतिसिंह,सिणधरी,barmer,0,bhata,dhudiya motisinh,sindhri,,,,,,,,,,,,,,
2469,भाटा,कपूरड़ी नाडी,सिणधरी,barmer,0,bhata,kapuri nadi,sindhri,,,,,,,,,,,,,,
2470,भाटा,धौलपुर,सिणधरी,barmer,0,bhata,dholpur,sindhri,,,,,,,,,,,,,,
2471,भाटा,जालपाना,सिणधरी,barmer,0,bhata,jalpanana,sindhri,,,,,,,,,,,,,,
2472,धनवा,गोलिया महेचान,सिणधरी,barmer,0,dhanwa,golia maachan,sindhri,,,,,,,,,,,,,,
2473,धनवा,बामणी,सिणधरी,barmer,0,dhanwa,bamani,sindhri,,,,,,,,,,,,,,
2474,धनवा,हेमे की ढाणी,सिणधरी,barmer,0,dhanwa,hem ki dhani,sindhri,,,,,,,,,,,,,,
2475,धनवा,अनोपगढ़,सिणधरी,barmer,0,dhanwa,anopgarh,sindhri,,,,,,,,,,,,,,
2476,धनवा,ईटवाया,सिणधरी,barmer,0,dhanwa,etwaya,sindhri,,,,,,,,,,,,,,
2477,भूंका वगतसिंह,डेरपाना,सिणधरी,barmer,0,bhunka vagat singh,derpana,sindhri,,,,,,,,,,,,,,
2478,भूंका वगतसिंह,काठानाडा,सिणधरी,barmer,0,bhunka vagat singh,kathanada,sindhri,,,,,,,,,,,,,,
2479,लोहिड़ी,घांचीड़ा,सिणधरी,barmer,0,lohidi,ghanchida,sindhri,,,,,,,,,,,,,,
2480,लोहिड़ी,शाह नगर,सिणधरी,barmer,0,lohidi,shah nagar,sindhri,,,,,,,,,,,,,,
2481,लोहिड़ी,देरासर नगर,सिणधरी,barmer,0,lohidi,derasar nagar,sindhri,,,,,,,,,,,,,,
2482,लोहिड़ी,कालुओणी डूडियो की,सिणधरी,barmer,0,lohidi,kaluoni doodio ki,sindhri,,,,,,,,,,,,,,
2483,लोहिड़ी,ढाणी,सिणधरी,barmer,0,lohidi,dhani,sindhri,,,,,,,,,,,,,,
2484,लोहिड़ी,तिलोणियो की ढाणी,सिणधरी,barmer,0,lohidi,tilono dhani,sindhri,,,,,,,,,,,,,,
2485,करना,भाणा मगरा,सिणधरी,barmer,0,doing,bhana magra,sindhri,,,,,,,,,,,,,,
2486,करना,चम्पा भाखरी,सिणधरी,barmer,0,doing,champa bhakhari,sindhri,,,,,,,,,,,,,,
2487,करना,गिरली चारणान,सिणधरी,barmer,0,doing,girli branan,sindhri,,,,,,,,,,,,,,
2488,करना,आमजर,सिणधरी,barmer,0,doing,amjar,sindhri,,,,,,,,,,,,,,
2489,करना,मनावास,सिणधरी,barmer,0,doing,manavas,sindhri,,,,,,,,,,,,,,
2490,करना,भूंका थानसिंह,सिणधरी,barmer,0,doing,bhunka thansingh,sindhri,,,,,,,,,,,,,,
2491,डण्डाली,सेंवरों की ढाणी,सिणधरी,barmer,0,dandali,servant dhani,sindhri,,,,,,,,,,,,,,
2492,डण्डाली,सरेली की ढाणी,सिणधरी,barmer,0,dandali,sareli ki dhani,sindhri,,,,,,,,,,,,,,
2493,डण्डाली,धतरवालों की ढाणी,सिणधरी,barmer,0,dandali,dhani of dhatwalas,sindhri,,,,,,,,,,,,,,
2494,डण्डाली,गांगली,सिणधरी,barmer,0,dandali,gangli,sindhri,,,,,,,,,,,,,,
2495,डण्डाली,एवाड़ी मानजी,सिणधरी,barmer,0,dandali,evadi manji,sindhri,,,,,,,,,,,,,,
2496,डण्डाली,बावड़ी खुर्द,सिणधरी,barmer,0,dandali,bawdi khurd,sindhri,,,,,,,,,,,,,,
2497,डण्डाली,झरोखा,सिणधरी,barmer,0,dandali,jharokha,sindhri,,,,,,,,,,,,,,
2498,डण्डाली,गिरली कितपाल,सिणधरी,barmer,0,dandali,girli kitpal,sindhri,,,,,,,,,,,,,,
2499,कमठाई,नई कमठाई,सिणधरी,barmer,0,communication,new commond,sindhri,,,,,,,,,,,,,,
2500,कमठाई,एवाडी भीमजी,सिणधरी,barmer,0,communication,evadi bhimji,sindhri,,,,,,,,,,,,,,
2501,कमठाई,महादेवपुरा,सिणधरी,barmer,0,communication,mahadevpura,sindhri,,,,,,,,,,,,,,
2502,कमठाई,पीपराला,सिणधरी,barmer,0,communication,piprala,sindhri,,,,,,,,,,,,,,
2503,कमठाई,एवाडी चौसीरा,सिणधरी,barmer,0,communication,evadi chausira,sindhri,,,,,,,,,,,,,,
2504,कमठाई,राणेरी,सिणधरी,barmer,0,communication,raneri,sindhri,,,,,,,,,,,,,,
2505,कमठाई,नई राणेरी,सिणधरी,barmer,0,communication,new raneri,sindhri,,,,,,,,,,,,,,
2506,बिलासर,धन्ने की ढाणी,सिणधरी,barmer,0,bilaser,dhanne ki dhani,sindhri,,,,,,,,,,,,,,
2507,बिलासर,जसनाथ नगर,सिणधरी,barmer,0,bilaser,jasnath nagar,sindhri,,,,,,,,,,,,,,
2508,निम्बल कोट,निम्बल नाडी,सिणधरी,barmer,0,nimbal coat,nimbal nadi,sindhri,,,,,,,,,,,,,,
2509,निम्बल कोट,सियागो की ढाणी,सिणधरी,barmer,0,nimbal coat,siago ki dhani,sindhri,,,,,,,,,,,,,,
2510,निम्बल कोट,दोलाणी सियागो का,सिणधरी,barmer,0,nimbal coat,dolani of siago,sindhri,,,,,,,,,,,,,,
2511,निम्बल कोट,तला,सिणधरी,barmer,0,nimbal coat,tala,sindhri,,,,,,,,,,,,,,
2512,निम्बल कोट,लाखाणी मेगवालो की,सिणधरी,barmer,0,nimbal coat,lakhani megwalo,sindhri,,,,,,,,,,,,,,
2513,निम्बल कोट,ढाणी,सिणधरी,barmer,0,nimbal coat,dhani,sindhri,,,,,,,,,,,,,,
2514,निम्बल कोट,लाखाणी गोदारो की,सिणधरी,barmer,0,nimbal coat,lakhani godaro ki,sindhri,,,,,,,,,,,,,,
2515,निम्बल कोट,जाणियों की ढाणी,सिणधरी,barmer,0,nimbal coat,jani's dhani,sindhri,,,,,,,,,,,,,,
2516,निम्बल कोट,सडेचा,सिणधरी,barmer,0,nimbal coat,sadecha,sindhri,,,,,,,,,,,,,,
2517,निम्बल कोट,पनाणी धतरवालों की,सिणधरी,barmer,0,nimbal coat,panani dhatwalas,sindhri,,,,,,,,,,,,,,
2518,निम्बल कोट,बुधराणी हुडों की,सिणधरी,barmer,0,nimbal coat,budhrani hoods,sindhri,,,,,,,,,,,,,,
2519,निम्बल कोट,रूपनगर,सिणधरी,barmer,0,nimbal coat,rupnagar,sindhri,,,,,,,,,,,,,,
2520,कादानाडी,मण्डावला,सिणधरी,barmer,0,kadanadi,mandavala,sindhri,,,,,,,,,,,,,,
2521,कादानाडी,मगजी की ढाणी,सिणधरी,barmer,0,kadanadi,magji ki dhani,sindhri,,,,,,,,,,,,,,
2522,कादानाडी,भानासर धतरवालो की,सिणधरी,barmer,0,kadanadi,bhanasar dhatwalo ki,sindhri,,,,,,,,,,,,,,
2523,कादानाडी,ढाणी,सिणधरी,barmer,0,kadanadi,dhani,sindhri,,,,,,,,,,,,,,
2524,कादानाडी,झटकाणी नाडी,सिणधरी,barmer,0,kadanadi,jerk nadi,sindhri,,,,,,,,,,,,,,
2525,कादानाडी,कूकलों की ढाणी,सिणधरी,barmer,0,kadanadi,dhani of cools,sindhri,,,,,,,,,,,,,,
2526,कादानाडी,लक्षमण पुरा,सिणधरी,barmer,0,kadanadi,laxman pura,sindhri,,,,,,,,,,,,,,
2527,कादानाडी,लाखाबेरी,सिणधरी,barmer,0,kadanadi,lakhaberry,sindhri,,,,,,,,,,,,,,
2528,कादानाडी,ठावों की ढाणी,सिणधरी,barmer,0,kadanadi,dhani ki dhani,sindhri,,,,,,,,,,,,,,
2529,कादानाडी,नागरा कुम्पजी,सिणधरी,barmer,0,kadanadi,nagra kumpji,sindhri,,,,,,,,,,,,,,
2530,कादानाडी,केराला पाना,सिणधरी,barmer,0,kadanadi,karala get,sindhri,,,,,,,,,,,,,,
2531,कादानाडी,जसनाथपुरा,सिणधरी,barmer,0,kadanadi,jasnathpura,sindhri,,,,,,,,,,,,,,
2532,कादानाडी,दरगुड़ा,सिणधरी,barmer,0,kadanadi,darguda,sindhri,,,,,,,,,,,,,,
2533,कादानाडी,सिद्ध श्री जसनाथ,सिणधरी,barmer,0,kadanadi,siddha shri jasnath,sindhri,,,,,,,,,,,,,,
2534,कादानाडी,नगर,सिणधरी,barmer,0,kadanadi,city,sindhri,,,,,,,,,,,,,,
2535,कादानाडी,बांतावास,सिणधरी,barmer,0,kadanadi,batwas,sindhri,,,,,,,,,,,,,,
2536,कादानाडी,जूना खेड़ा दरगुड़ा,सिणधरी,barmer,0,kadanadi,juna kheda darguda,sindhri,,,,,,,,,,,,,,
2537,एड सिणधरी,खेराजपुरा,सिणधरी,barmer,0,ed sindhri,kherajpura,sindhri,,,,,,,,,,,,,,
2538,एड सिणधरी,एड मानजी,सिणधरी,barmer,0,ed sindhri,ed manji,sindhri,,,,,,,,,,,,,,
2539,एड सिणधरी,वणाकों का बेरा,सिणधरी,barmer,0,ed sindhri,bera of vanakas,sindhri,,,,,,,,,,,,,,
2540,एड सिणधरी,एड अमरसिंह,सिणधरी,barmer,0,ed sindhri,ed amarsingh,sindhri,,,,,,,,,,,,,,
